date,country,state,city,ibgeID,deaths,newCases,totalCases
2020-03-19,Brazil,RS,Campo Bom/RS,4303905,0,1,2
2020-03-19,Brazil,MS,Campo Grande/MS,5002704,0,1,8
2020-03-19,Brazil,PR,Campo Largo/PR,4104204,0,0,1
2020-03-19,Brazil,SP,Carapicuíba/SP,3510609,0,1,2
2020-03-19,Brazil,RS,Caxias do Sul/RS,4305108,0,0,2
2020-03-19,Brazil,PR,Cianorte/PR,4105508,0,0,2
2020-03-19,Brazil,MG,Coronel Fabriciano/MG,3119401,0,0,1
2020-03-19,Brazil,SP,Cotia/SP,3513009,0,1,2
2020-03-19,Brazil,PR,Curitiba/PR,4106902,0,9,17
2020-03-19,Brazil,MG,Divinópolis/MG,3122306,0,0,1
2020-03-19,Brazil,RS,Erechim/RS,4307005,0,1,1
2020-03-19,Brazil,RS,Farroupilha/RS,4307906,0,1,1
2020-03-19,Brazil,BA,Feira de Santana/BA,2910800,0,0,5
2020-03-19,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,0,1
2020-03-19,Brazil,SC,Florianópolis/SC,4205407,0,1,6
2020-03-19,Brazil,CE,Fortaleza/CE,2304400,0,0,17
2020-03-19,Brazil,PR,Foz do Iguaçu/PR,4108304,0,0,1
2020-03-19,Brazil,GO,Goiânia/GO,5208707,0,2,7
2020-03-19,Brazil,RJ,Guapimirim/RJ,3301850,0,0,1
2020-03-19,Brazil,SP,Guarulhos/SP,3518800,0,0,1
2020-03-19,Brazil,AM,INDEFINIDA/AM,13,0,1,3
2020-03-19,Brazil,CE,INDEFINIDA/CE,23,0,1,1
2020-03-19,Brazil,GO,INDEFINIDA/GO,52,0,1,1
2020-03-19,Brazil,PE,INDEFINIDA/PE,26,0,9,12
2020-03-19,Brazil,SP,INDEFINIDA/SP,35,0,4,4
2020-03-19,Brazil,MG,Ipatinga/MG,3131307,0,0,1
2020-03-19,Brazil,BA,Itabuna/BA,2914802,0,1,1
2020-03-19,Brazil,PE,Jaboatão dos Guararapes/PE,2607901,0,0,1
2020-03-19,Brazil,SP,Jaguariúna/SP,3524709,0,0,1
2020-03-19,Brazil,GO,Jataí/GO,5211909,0,0,1
2020-03-19,Brazil,SC,Joinville/SC,4209102,0,1,2
2020-03-19,Brazil,PB,João Pessoa/PB,2507507,0,0,1
2020-03-19,Brazil,MG,Juiz de Fora/MG,3136702,0,0,2
2020-03-19,Brazil,BA,Lauro de Freitas/BA,2919207,0,2,2
2020-03-19,Brazil,ES,Linhares/ES,3203205,0,1,1
2020-03-19,Brazil,PR,Londrina/PR,4113700,0,0,1
2020-03-19,Brazil,AL,Maceió/AL,2704302,0,3,4
2020-03-19,Brazil,PR,Maringá/PR,4115200,0,0,1
2020-03-19,Brazil,SP,Mauá/SP,3529401,0,0,1
2020-03-19,Brazil,RJ,Miguel Pereira/RJ,3302908,1,1,1
2020-03-19,Brazil,RN,Natal/RN,2408102,0,0,1
2020-03-19,Brazil,RJ,Niterói/RJ,3303302,1,1,7
2020-03-19,Brazil,MG,Nova Lima/MG,3144805,0,1,2
2020-03-19,Brazil,SP,Osasco/SP,3534401,0,0,1
2020-03-19,Brazil,TO,Palmas/TO,1721000,0,0,1
2020-03-19,Brazil,MG,Patrocínio/MG,3148103,0,0,1
2020-03-19,Brazil,PR,Pinhais/PR,4119152,0,0,1
2020-03-19,Brazil,RS,Porto Alegre/RS,4314902,0,5,20
2020-03-19,Brazil,BA,Porto Seguro/BA,2925303,0,0,4
2020-03-19,Brazil,BA,Prado/BA,2925501,0,0,1
2020-03-19,Brazil,SE,Propriá/SE,2805703,0,0,1
2020-03-19,Brazil,SC,Rancho Queimado/SC,4214300,0,0,2
2020-03-19,Brazil,PE,Recife/PE,2611606,0,0,14
2020-03-19,Brazil,AC,Rio Branco/AC,1200401,0,1,4
2020-03-19,Brazil,GO,Rio Verde/GO,5218805,0,0,3
2020-03-19,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,1,56
2020-03-19,Brazil,BA,Salvador/BA,2927408,0,1,18
2020-03-19,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,1
2020-03-19,Brazil,SP,Santo André/SP,3547809,0,-4,2
2020-03-19,Brazil,RS,Sapiranga/RS,4319901,0,0,1
2020-03-19,Brazil,MG,Sete Lagoas/MG,3167202,0,0,1
2020-03-19,Brazil,MS,Sidrolândia/MS,5007901,0,1,1
2020-03-19,Brazil,CE,Sobral/CE,2312908,0,0,1
2020-03-19,Brazil,SP,Suzano/SP,3552502,0,1,1
2020-03-19,Brazil,SP,São Bernardo do Campo/SP,3548708,0,0,3
2020-03-19,Brazil,SP,São Caetano do Sul/SP,3548807,0,-5,1
2020-03-19,Brazil,SP,São José do Rio Preto/SP,3549805,0,0,1
2020-03-19,Brazil,SP,São José dos Campos/SP,3549904,0,0,1
2020-03-19,Brazil,SC,São José/SC,4216602,0,1,1
2020-03-19,Brazil,SP,São Paulo/SP,3550308,5,45,259
2020-03-19,Brazil,RS,Taquara/RS,4321204,0,1,1
2020-03-19,Brazil,SP,Taubaté/SP,3554102,0,1,1
2020-03-19,Brazil,PI,Teresina/PI,2211001,0,3,3
2020-03-19,Brazil,SC,Tubarão/SC,4218707,0,0,2
2020-03-19,Brazil,MG,Uberlândia/MG,3170206,0,1,2
2020-03-19,Brazil,SP,Vargem Grande Paulista/SP,3556453,0,1,1
2020-03-19,Brazil,ES,Vila Velha/ES,3205200,0,7,7
2020-03-19,Brazil,ES,Vitória/ES,3205309,0,5,5
2020-03-19,Brazil,TOTAL,TOTAL,0,7,134,639
2020-03-20,Brazil,RS,Alvorada/RS,4300604,0,0,1
2020-03-20,Brazil,GO,Anápolis/GO,5201108,0,0,2
2020-03-20,Brazil,GO,Aparecida de Goiânia/GO,5201405,0,1,2
2020-03-20,Brazil,CE,Aquiraz/CE,2301000,0,0,1
2020-03-20,Brazil,SE,Aracaju/SE,2800308,0,0,5
2020-03-20,Brazil,RS,Bagé/RS,4301602,0,0,2
2020-03-20,Brazil,SC,Balneário Camboriú/SC,4202008,0,0,4
2020-03-20,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-20,Brazil,SP,Barueri/SP,3505708,0,0,1
2020-03-20,Brazil,MG,Belo Horizonte/MG,3106200,0,2,20
2020-03-20,Brazil,PE,Belo Jardim/PE,2601706,0,0,1
2020-03-20,Brazil,PA,Belém/PA,1501402,0,1,2
2020-03-20,Brazil,DF,Brasília/DF,5300108,0,45,87
2020-03-20,Brazil,SC,Braço do Norte/SC,4202800,0,0,4
2020-03-20,Brazil,ES,Cachoeiro de Itapemirim/ES,3201209,0,1,1
2020-03-20,Brazil,BA,Camaçari/BA,2905701,0,1,1
2020-03-20,Brazil,SP,Campinas/SP,3509502,0,0,1
2020-03-20,Brazil,RS,Campo Bom/RS,4303905,0,0,2
2020-03-20,Brazil,MS,Campo Grande/MS,5002704,0,3,11
2020-03-20,Brazil,PR,Campo Largo/PR,4104204,0,0,1
2020-03-20,Brazil,SP,Carapicuíba/SP,3510609,0,0,2
2020-03-20,Brazil,ES,Cariacica/ES,3201308,0,1,1
2020-03-20,Brazil,RS,Caxias do Sul/RS,4305108,0,0,2
2020-03-20,Brazil,SC,Chapecó/SC,4204202,0,1,1
2020-03-20,Brazil,PR,Cianorte/PR,4105508,0,0,2
2020-03-20,Brazil,MG,Coronel Fabriciano/MG,3119401,0,0,1
2020-03-20,Brazil,SP,Cotia/SP,3513009,0,0,2
2020-03-20,Brazil,SC,Criciúma/SC,4204608,0,3,3
2020-03-20,Brazil,MT,Cuiabá/MT,5103403,0,1,1
2020-03-20,Brazil,PR,Curitiba/PR,4106902,0,10,27
2020-03-20,Brazil,MG,Divinópolis/MG,3122306,0,0,1
2020-03-20,Brazil,RS,Erechim/RS,4307005,0,2,3
2020-03-20,Brazil,RS,Farroupilha/RS,4307906,0,0,1
2020-03-20,Brazil,BA,Feira de Santana/BA,2910800,0,1,6
2020-03-20,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,0,1
2020-03-20,Brazil,SC,Florianópolis/SC,4205407,0,4,10
2020-03-20,Brazil,CE,Fortaleza/CE,2304400,0,46,63
2020-03-20,Brazil,CE,Fortim/CE,2304459,0,1,1
2020-03-20,Brazil,PR,Foz do Iguaçu/PR,4108304,0,0,1
2020-03-20,Brazil,GO,Goiânia/GO,5208707,0,2,9
2020-03-20,Brazil,RJ,Guapimirim/RJ,3301850,0,0,1
2020-03-20,Brazil,SP,Guarulhos/SP,3518800,0,0,1
2020-03-20,Brazil,PR,Guaíra/PR,4108809,0,1,1
2020-03-20,Brazil,SP,Hortolândia/SP,3519071,0,1,1
2020-03-20,Brazil,AM,INDEFINIDA/AM,13,0,4,7
2020-03-20,Brazil,CE,INDEFINIDA/CE,23,0,0,1
2020-03-20,Brazil,GO,INDEFINIDA/GO,52,0,0,1
2020-03-20,Brazil,PE,INDEFINIDA/PE,26,0,2,14
2020-03-20,Brazil,RJ,INDEFINIDA/RJ,33,0,43,43
2020-03-20,Brazil,SP,INDEFINIDA/SP,35,0,55,59
2020-03-20,Brazil,SC,Imbituba/SC,4207304,0,2,2
2020-03-20,Brazil,MG,Ipatinga/MG,3131307,0,0,1
2020-03-20,Brazil,BA,Itabuna/BA,2914802,0,0,1
2020-03-20,Brazil,RS,Ivoti/RS,4310801,0,2,2
2020-03-20,Brazil,PE,Jaboatão dos Guararapes/PE,2607901,0,0,1
2020-03-20,Brazil,SP,Jaguariúna/SP,3524709,0,0,1
2020-03-20,Brazil,SC,Jaraguá do Sul/SC,4208906,0,1,1
2020-03-20,Brazil,GO,Jataí/GO,5211909,0,0,1
2020-03-20,Brazil,RO,Ji-Paraná/RO,1100122,0,1,1
2020-03-20,Brazil,SC,Joinville/SC,4209102,0,1,3
2020-03-20,Brazil,PB,João Pessoa/PB,2507507,0,0,1
2020-03-20,Brazil,CE,Juazeiro do Norte/CE,2307304,0,1,1
2020-03-20,Brazil,MG,Juiz de Fora/MG,3136702,0,3,5
2020-03-20,Brazil,BA,Lauro de Freitas/BA,2919207,0,1,3
2020-03-20,Brazil,ES,Linhares/ES,3203205,0,0,1
2020-03-20,Brazil,PR,Londrina/PR,4113700,0,2,3
2020-03-20,Brazil,AP,Macapá/AP,1600303,0,1,1
2020-03-20,Brazil,AL,Maceió/AL,2704302,0,2,6
2020-03-20,Brazil,MG,Mariana/MG,3140001,0,1,1
2020-03-20,Brazil,PR,Maringá/PR,4115200,0,0,1
2020-03-20,Brazil,SP,Mauá/SP,3529401,0,0,1
2020-03-20,Brazil,RJ,Miguel Pereira/RJ,3302908,1,0,1
2020-03-20,Brazil,SP,Mogi das Cruzes/SP,3530607,0,1,1
2020-03-20,Brazil,RN,Natal/RN,2408102,0,4,5
2020-03-20,Brazil,SC,Navegantes/SC,4211306,0,1,1
2020-03-20,Brazil,RJ,Niterói/RJ,3303302,1,0,7
2020-03-20,Brazil,MG,Nova Lima/MG,3144805,0,2,4
2020-03-20,Brazil,SP,Osasco/SP,3534401,0,0,1
2020-03-20,Brazil,TO,Palmas/TO,1721000,0,0,1
2020-03-20,Brazil,RN,Parnamirim/RN,2403251,0,1,1
2020-03-20,Brazil,MG,Patrocínio/MG,3148103,0,0,1
2020-03-20,Brazil,PR,Pinhais/PR,4119152,0,0,1
2020-03-20,Brazil,SC,Pomerode/SC,4213203,0,1,1
2020-03-20,Brazil,RS,Porto Alegre/RS,4314902,0,5,25
2020-03-20,Brazil,BA,Porto Seguro/BA,2925303,0,0,4
2020-03-20,Brazil,MG,Poços de Caldas/MG,3151800,0,1,1
2020-03-20,Brazil,BA,Prado/BA,2925501,0,0,1
2020-03-20,Brazil,SE,Propriá/SE,2805703,0,1,2
2020-03-20,Brazil,SC,Rancho Queimado/SC,4214300,0,0,2
2020-03-20,Brazil,PE,Recife/PE,2611606,0,0,14
2020-03-20,Brazil,AC,Rio Branco/AC,1200401,0,3,7
2020-03-20,Brazil,GO,Rio Verde/GO,5218805,0,0,3
2020-03-20,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,0,56
2020-03-20,Brazil,BA,Salvador/BA,2927408,0,0,18
2020-03-20,Brazil,RS,Sant'Ana do Livramento/RS,4317103,0,2,2
2020-03-20,Brazil,SP,Santana de Parnaíba/SP,3547304,0,1,2
2020-03-20,Brazil,SP,Santo André/SP,3547809,0,1,3
2020-03-20,Brazil,RS,Sapiranga/RS,4319901,0,1,2
2020-03-20,Brazil,MG,Sete Lagoas/MG,3167202,0,0,1
2020-03-20,Brazil,MS,Sidrolândia/MS,5007901,0,0,1
2020-03-20,Brazil,CE,Sobral/CE,2312908,0,0,1
2020-03-20,Brazil,SP,Suzano/SP,3552502,0,0,1
2020-03-20,Brazil,SP,São Bernardo do Campo/SP,3548708,0,1,4
2020-03-20,Brazil,SP,São Caetano do Sul/SP,3548807,0,3,4
2020-03-20,Brazil,SP,São José do Rio Preto/SP,3549805,0,0,1
2020-03-20,Brazil,SP,São José dos Campos/SP,3549904,0,0,1
2020-03-20,Brazil,SC,São José/SC,4216602,0,0,1
2020-03-20,Brazil,MA,São Luís/MA,2111300,0,1,1
2020-03-20,Brazil,SP,São Paulo/SP,3550308,9,47,306
2020-03-20,Brazil,RS,Taquara/RS,4321204,0,0,1
2020-03-20,Brazil,SP,Taubaté/SP,3554102,0,0,1
2020-03-20,Brazil,PI,Teresina/PI,2211001,0,1,4
2020-03-20,Brazil,SC,Tubarão/SC,4218707,0,4,6
2020-03-20,Brazil,MG,Uberaba/MG,3170107,0,1,1
2020-03-20,Brazil,MG,Uberlândia/MG,3170206,0,-1,1
2020-03-20,Brazil,SP,Vargem Grande Paulista/SP,3556453,0,0,1
2020-03-20,Brazil,ES,Vila Velha/ES,3205200,0,0,7
2020-03-20,Brazil,ES,Vitória/ES,3205309,0,1,6
2020-03-20,Brazil,TOTAL,TOTAL,0,11,333,972
2020-03-21,Brazil,RS,Alvorada/RS,4300604,0,1,2
2020-03-21,Brazil,GO,Anápolis/GO,5201108,0,0,2
2020-03-21,Brazil,GO,Aparecida de Goiânia/GO,5201405,0,0,2
2020-03-21,Brazil,CE,Aquiraz/CE,2301000,0,3,4
2020-03-21,Brazil,SE,Aracaju/SE,2800308,0,2,7
2020-03-21,Brazil,RS,Bagé/RS,4301602,0,1,3
2020-03-21,Brazil,SC,Balneário Camboriú/SC,4202008,0,2,6
2020-03-21,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-21,Brazil,SP,Barueri/SP,3505708,0,0,1
2020-03-21,Brazil,MG,Belo Horizonte/MG,3106200,0,10,30
2020-03-21,Brazil,PE,Belo Jardim/PE,2601706,0,0,1
2020-03-21,Brazil,PA,Belém/PA,1501402,0,0,2
2020-03-21,Brazil,RS,Bento Gonçalves/RS,4302105,0,2,2
2020-03-21,Brazil,RR,Boa Vista/RR,1400100,0,2,2
2020-03-21,Brazil,DF,Brasília/DF,5300108,0,21,108
2020-03-21,Brazil,SC,Braço do Norte/SC,4202800,0,2,6
2020-03-21,Brazil,ES,Cachoeiro de Itapemirim/ES,3201209,0,0,1
2020-03-21,Brazil,BA,Camaçari/BA,2905701,0,0,1
2020-03-21,Brazil,SP,Campinas/SP,3509502,0,0,1
2020-03-21,Brazil,RS,Campo Bom/RS,4303905,0,0,2
2020-03-21,Brazil,MS,Campo Grande/MS,5002704,0,3,14
2020-03-21,Brazil,PR,Campo Largo/PR,4104204,0,0,1
2020-03-21,Brazil,RS,Canoas/RS,4304606,0,2,2
2020-03-21,Brazil,SP,Carapicuíba/SP,3510609,0,0,2
2020-03-21,Brazil,ES,Cariacica/ES,3201308,0,0,1
2020-03-21,Brazil,RS,Carlos Barbosa/RS,4304804,0,1,1
2020-03-21,Brazil,RS,Caxias do Sul/RS,4305108,0,0,2
2020-03-21,Brazil,SC,Chapecó/SC,4204202,0,1,2
2020-03-21,Brazil,RS,Charqueadas/RS,4305355,0,1,1
2020-03-21,Brazil,PR,Cianorte/PR,4105508,0,0,2
2020-03-21,Brazil,MG,Coronel Fabriciano/MG,3119401,0,1,2
2020-03-21,Brazil,SP,Cotia/SP,3513009,0,0,2
2020-03-21,Brazil,SC,Criciúma/SC,4204608,0,3,6
2020-03-21,Brazil,MT,Cuiabá/MT,5103403,0,0,1
2020-03-21,Brazil,PR,Curitiba/PR,4106902,0,4,31
2020-03-21,Brazil,MG,Divinópolis/MG,3122306,0,0,1
2020-03-21,Brazil,RS,Dois Irmãos/RS,4306403,0,1,1
2020-03-21,Brazil,RS,Eldorado do Sul/RS,4306767,0,1,1
2020-03-21,Brazil,RS,Erechim/RS,4307005,0,0,3
2020-03-21,Brazil,RS,Estrela/RS,4307807,0,1,1
2020-03-21,Brazil,RS,Farroupilha/RS,4307906,0,0,1
2020-03-21,Brazil,BA,Feira de Santana/BA,2910800,0,0,6
2020-03-21,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,0,1
2020-03-21,Brazil,SC,Florianópolis/SC,4205407,0,0,10
2020-03-21,Brazil,CE,Fortaleza/CE,2304400,0,13,76
2020-03-21,Brazil,CE,Fortim/CE,2304459,0,0,1
2020-03-21,Brazil,PR,Foz do Iguaçu/PR,4108304,0,0,1
2020-03-21,Brazil,GO,Goiânia/GO,5208707,0,0,9
2020-03-21,Brazil,SC,Gravatal/SC,4206207,0,1,1
2020-03-21,Brazil,RJ,Guapimirim/RJ,3301850,0,0,1
2020-03-21,Brazil,SP,Guarulhos/SP,3518800,0,0,1
2020-03-21,Brazil,PR,Guaíra/PR,4108809,0,0,1
2020-03-21,Brazil,SP,Hortolândia/SP,3519071,0,0,1
2020-03-21,Brazil,AM,INDEFINIDA/AM,13,0,0,7
2020-03-21,Brazil,CE,INDEFINIDA/CE,23,0,0,1
2020-03-21,Brazil,GO,INDEFINIDA/GO,52,0,2,3
2020-03-21,Brazil,MG,INDEFINIDA/MG,31,0,2,2
2020-03-21,Brazil,MT,INDEFINIDA/MT,51,0,1,1
2020-03-21,Brazil,PE,INDEFINIDA/PE,26,0,-10,4
2020-03-21,Brazil,RJ,INDEFINIDA/RJ,33,0,-39,4
2020-03-21,Brazil,SP,INDEFINIDA/SP,35,6,63,122
2020-03-21,Brazil,SC,Imbituba/SC,4207304,0,0,2
2020-03-21,Brazil,MG,Ipatinga/MG,3131307,0,0,1
2020-03-21,Brazil,BA,Itabuna/BA,2914802,0,0,1
2020-03-21,Brazil,SC,Itajaí/SC,4208203,0,6,6
2020-03-21,Brazil,RS,Ivoti/RS,4310801,0,0,2
2020-03-21,Brazil,PE,Jaboatão dos Guararapes/PE,2607901,0,2,3
2020-03-21,Brazil,SP,Jaguariúna/SP,3524709,0,0,1
2020-03-21,Brazil,SC,Jaguaruna/SC,4208807,0,1,1
2020-03-21,Brazil,SC,Jaraguá do Sul/SC,4208906,0,0,1
2020-03-21,Brazil,GO,Jataí/GO,5211909,0,0,1
2020-03-21,Brazil,RO,Ji-Paraná/RO,1100122,0,0,1
2020-03-21,Brazil,SC,Joinville/SC,4209102,0,1,4
2020-03-21,Brazil,PB,João Pessoa/PB,2507507,0,0,1
2020-03-21,Brazil,CE,Juazeiro do Norte/CE,2307304,0,0,1
2020-03-21,Brazil,MG,Juiz de Fora/MG,3136702,0,-1,4
2020-03-21,Brazil,RS,Lajeado/RS,4311403,0,1,1
2020-03-21,Brazil,BA,Lauro de Freitas/BA,2919207,0,0,3
2020-03-21,Brazil,ES,Linhares/ES,3203205,0,1,2
2020-03-21,Brazil,PR,Londrina/PR,4113700,0,0,3
2020-03-21,Brazil,AP,Macapá/AP,1600303,0,0,1
2020-03-21,Brazil,AL,Maceió/AL,2704302,0,1,7
2020-03-21,Brazil,AM,Manaus/AM,1302603,0,11,11
2020-03-21,Brazil,MG,Mariana/MG,3140001,0,0,1
2020-03-21,Brazil,PR,Maringá/PR,4115200,0,0,1
2020-03-21,Brazil,SP,Mauá/SP,3529401,0,0,1
2020-03-21,Brazil,RJ,Miguel Pereira/RJ,3302908,1,0,1
2020-03-21,Brazil,SP,Mogi das Cruzes/SP,3530607,0,0,1
2020-03-21,Brazil,RN,Mossoró/RN,2408003,0,1,1
2020-03-21,Brazil,RN,Natal/RN,2408102,0,1,6
2020-03-21,Brazil,SC,Navegantes/SC,4211306,0,0,1
2020-03-21,Brazil,RJ,Niterói/RJ,3303302,1,3,10
2020-03-21,Brazil,SE,Nossa Senhora da Glória/SE,2804508,0,1,1
2020-03-21,Brazil,MG,Nova Lima/MG,3144805,0,0,4
2020-03-21,Brazil,SP,Osasco/SP,3534401,0,0,1
2020-03-21,Brazil,TO,Palmas/TO,1721000,0,1,2
2020-03-21,Brazil,RN,Parnamirim/RN,2403251,0,1,2
2020-03-21,Brazil,PR,Pato Branco/PR,4118501,0,1,1
2020-03-21,Brazil,MG,Patrocínio/MG,3148103,0,0,1
2020-03-21,Brazil,RJ,Petrópolis/RJ,3303906,1,3,3
2020-03-21,Brazil,PR,Pinhais/PR,4119152,0,0,1
2020-03-21,Brazil,SC,Pomerode/SC,4213203,0,0,1
2020-03-21,Brazil,PR,Ponta Grossa/PR,4119905,0,1,1
2020-03-21,Brazil,MS,Ponta Porã/MS,5006606,0,1,1
2020-03-21,Brazil,RS,Porto Alegre/RS,4314902,0,10,35
2020-03-21,Brazil,BA,Porto Seguro/BA,2925303,0,1,5
2020-03-21,Brazil,RO,Porto Velho/RO,1100205,0,2,2
2020-03-21,Brazil,MG,Poços de Caldas/MG,3151800,0,0,1
2020-03-21,Brazil,BA,Prado/BA,2925501,0,1,2
2020-03-21,Brazil,SE,Propriá/SE,2805703,0,0,2
2020-03-21,Brazil,SC,Rancho Queimado/SC,4214300,0,0,2
2020-03-21,Brazil,PE,Recife/PE,2611606,0,11,25
2020-03-21,Brazil,AC,Rio Branco/AC,1200401,0,4,11
2020-03-21,Brazil,GO,Rio Verde/GO,5218805,0,0,3
2020-03-21,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,43,99
2020-03-21,Brazil,BA,Salvador/BA,2927408,0,5,23
2020-03-21,Brazil,RS,Sant'Ana do Livramento/RS,4317103,0,0,2
2020-03-21,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,2
2020-03-21,Brazil,SP,Santo André/SP,3547809,0,0,3
2020-03-21,Brazil,RS,Sapiranga/RS,4319901,0,0,2
2020-03-21,Brazil,RS,Serafina Corrêa/RS,4320404,0,1,1
2020-03-21,Brazil,MG,Sete Lagoas/MG,3167202,0,0,1
2020-03-21,Brazil,MS,Sidrolândia/MS,5007901,0,0,1
2020-03-21,Brazil,CE,Sobral/CE,2312908,0,0,1
2020-03-21,Brazil,SP,Suzano/SP,3552502,0,0,1
2020-03-21,Brazil,SP,São Bernardo do Campo/SP,3548708,0,0,4
2020-03-21,Brazil,SP,São Caetano do Sul/SP,3548807,0,0,4
2020-03-21,Brazil,SP,São José do Rio Preto/SP,3549805,0,0,1
2020-03-21,Brazil,SP,São José dos Campos/SP,3549904,0,0,1
2020-03-21,Brazil,SC,São José/SC,4216602,0,1,2
2020-03-21,Brazil,RS,São Leopoldo/RS,4318705,0,1,1
2020-03-21,Brazil,MA,São Luís/MA,2111300,0,1,2
2020-03-21,Brazil,SP,São Paulo/SP,3550308,9,0,306
2020-03-21,Brazil,RS,Taquara/RS,4321204,0,1,2
2020-03-21,Brazil,SP,Taubaté/SP,3554102,0,0,1
2020-03-21,Brazil,PI,Teresina/PI,2211001,0,0,4
2020-03-21,Brazil,RS,Torres/RS,4321501,0,1,1
2020-03-21,Brazil,SC,Tubarão/SC,4218707,0,0,6
2020-03-21,Brazil,MG,Uberaba/MG,3170107,0,2,3
2020-03-21,Brazil,MG,Uberlândia/MG,3170206,0,2,3
2020-03-21,Brazil,PR,Umuarama/PR,4128104,0,1,1
2020-03-21,Brazil,SP,Vargem Grande Paulista/SP,3556453,0,0,1
2020-03-21,Brazil,ES,Vila Velha/ES,3205200,0,4,11
2020-03-21,Brazil,ES,Vitória/ES,3205309,0,5,11
2020-03-21,Brazil,TOTAL,TOTAL,0,18,232,1204
2020-03-22,Brazil,RS,Alvorada/RS,4300604,0,0,2
2020-03-22,Brazil,GO,Anápolis/GO,5201108,0,0,2
2020-03-22,Brazil,GO,Aparecida de Goiânia/GO,5201405,0,-1,1
2020-03-22,Brazil,CE,Aquiraz/CE,2301000,0,1,5
2020-03-22,Brazil,SE,Aracaju/SE,2800308,0,0,7
2020-03-22,Brazil,RS,Bagé/RS,4301602,0,0,3
2020-03-22,Brazil,SC,Balneário Camboriú/SC,4202008,0,0,6
2020-03-22,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,1
2020-03-22,Brazil,BA,Barreiras/BA,2903201,0,1,1
2020-03-22,Brazil,SP,Barueri/SP,3505708,0,0,1
2020-03-22,Brazil,MG,Belo Horizonte/MG,3106200,0,0,30
2020-03-22,Brazil,PE,Belo Jardim/PE,2601706,0,0,1
2020-03-22,Brazil,PA,Belém/PA,1501402,0,2,4
2020-03-22,Brazil,RS,Bento Gonçalves/RS,4302105,0,0,2
2020-03-22,Brazil,SC,Blumenau/SC,4202404,0,6,6
2020-03-22,Brazil,RR,Boa Vista/RR,1400100,0,0,2
2020-03-22,Brazil,DF,Brasília/DF,5300108,0,9,117
2020-03-22,Brazil,SC,Braço do Norte/SC,4202800,0,1,7
2020-03-22,Brazil,ES,Cachoeiro de Itapemirim/ES,3201209,0,0,1
2020-03-22,Brazil,BA,Camaçari/BA,2905701,0,0,1
2020-03-22,Brazil,SP,Campinas/SP,3509502,0,0,1
2020-03-22,Brazil,RS,Campo Bom/RS,4303905,0,0,2
2020-03-22,Brazil,MS,Campo Grande/MS,5002704,0,5,19
2020-03-22,Brazil,PR,Campo Largo/PR,4104204,0,0,1
2020-03-22,Brazil,RS,Canoas/RS,4304606,0,1,3
2020-03-22,Brazil,SP,Carapicuíba/SP,3510609,0,0,2
2020-03-22,Brazil,ES,Cariacica/ES,3201308,0,0,1
2020-03-22,Brazil,RS,Carlos Barbosa/RS,4304804,0,0,1
2020-03-22,Brazil,GO,Catalão/GO,5205109,0,1,1
2020-03-22,Brazil,RS,Caxias do Sul/RS,4305108,0,0,2
2020-03-22,Brazil,SC,Chapecó/SC,4204202,0,0,2
2020-03-22,Brazil,RS,Charqueadas/RS,4305355,0,0,1
2020-03-22,Brazil,PR,Cianorte/PR,4105508,0,2,4
2020-03-22,Brazil,PR,Colombo/PR,4105805,0,1,1
2020-03-22,Brazil,BA,Conceição do Jacuípe/BA,2908507,0,1,1
2020-03-22,Brazil,MG,Coronel Fabriciano/MG,3119401,0,0,2
2020-03-22,Brazil,SP,Cotia/SP,3513009,0,0,2
2020-03-22,Brazil,SC,Criciúma/SC,4204608,0,1,7
2020-03-22,Brazil,MT,Cuiabá/MT,5103403,0,0,1
2020-03-22,Brazil,PR,Curitiba/PR,4106902,0,0,31
2020-03-22,Brazil,MG,Divinópolis/MG,3122306,0,0,1
2020-03-22,Brazil,RS,Dois Irmãos/RS,4306403,0,0,1
2020-03-22,Brazil,RS,Eldorado do Sul/RS,4306767,0,0,1
2020-03-22,Brazil,RS,Erechim/RS,4307005,0,0,3
2020-03-22,Brazil,RS,Estrela/RS,4307807,0,0,1
2020-03-22,Brazil,RS,Estância Velha/RS,4307609,0,1,1
2020-03-22,Brazil,RS,Farroupilha/RS,4307906,0,0,1
2020-03-22,Brazil,BA,Feira de Santana/BA,2910800,0,0,6
2020-03-22,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,0,1
2020-03-22,Brazil,SC,Florianópolis/SC,4205407,0,0,10
2020-03-22,Brazil,CE,Fortaleza/CE,2304400,0,40,116
2020-03-22,Brazil,CE,Fortim/CE,2304459,0,0,1
2020-03-22,Brazil,PR,Foz do Iguaçu/PR,4108304,0,3,4
